kind,capacity,config,levels,datasets,mean_hits,mean_hit_rate_percent,variance_hit_rate_percentage_points_squared,stddev_hit_rate_percentage_points,min_hit_rate_percent,max_hit_rate_percent
normal,200,ARC_200,1,40,16420.700,82.103500,0.134430,0.366647,81.420000,83.005000
normal,200,BELADY_200,1,40,18781.275,93.906375,0.013259,0.115148,93.630000,94.180000
normal,200,LFU_200,1,40,17548.825,87.744125,0.278052,0.527307,86.545000,88.865000
normal,200,LIRS_200,1,40,16971.150,84.855750,0.084994,0.291538,84.325000,85.560000
normal,200,LRU_200,1,40,16360.950,81.804750,0.128388,0.358313,81.110000,82.660000
repeat,10,2Q_10,1,40,16106.625,80.533125,0.057644,0.240093,79.935000,81.335000
repeat,10,ARC_10,1,40,16105.550,80.527750,0.054729,0.233943,79.985000,81.340000
repeat,10,BELADY_10,1,40,16714.525,83.572625,0.042242,0.205529,83.060000,84.175000
repeat,10,LFU_10,1,40,16106.050,80.530250,0.051945,0.227914,79.980000,81.245000
repeat,10,LIRS_10,1,40,16104.350,80.521750,0.053683,0.231695,79.945000,81.305000
repeat,10,LRU_10,1,40,16104.425,80.522125,0.053777,0.231898,79.970000,81.310000
repeat,25,2Q_25,1,40,16254.775,81.273875,0.049216,0.221847,80.660000,82.055000
repeat,25,ARC_25,1,40,16255.250,81.276250,0.054191,0.232789,80.680000,82.055000
repeat,25,BELADY_25,1,40,17214.875,86.074375,0.032607,0.180573,85.685000,86.600000
repeat,25,LFU_25,1,40,16256.075,81.280375,0.052363,0.228830,80.675000,81.950000
repeat,25,LIRS_25,1,40,16257.050,81.285250,0.050688,0.225141,80.720000,81.950000
repeat,25,LRU_25,1,40,16255.925,81.279625,0.050030,0.223674,80.700000,81.980000
repeat,50,2Q_50,1,40,16509.475,82.547375,0.051636,0.227235,82.095000,83.445000
repeat,50,ARC_50,1,40,16505.000,82.525000,0.043937,0.209612,82.060000,83.120000
repeat,50,BELADY_50,1,40,17736.050,88.680250,0.025696,0.160300,88.285000,89.150000
repeat,50,LFU_50,1,40,16507.175,82.535875,0.052320,0.228736,81.970000,83.105000
repeat,50,LIRS_50,1,40,16502.625,82.513125,0.056112,0.236881,81.900000,83.205000
repeat,50,LRU_50,1,40,16506.000,82.530000,0.056751,0.238225,81.920000,83.295000
repeat,75,2Q_75,1,40,16755.000,83.775000,0.052399,0.228908,83.325000,84.625000
repeat,75,ARC_75,1,40,16756.100,83.780500,0.047898,0.218857,83.255000,84.360000
repeat,75,BELADY_75,1,40,18109.800,90.549000,0.022314,0.149380,90.195000,90.975000
repeat,75,LFU_75,1,40,16756.525,83.782625,0.049853,0.223277,83.150000,84.305000
repeat,75,LIRS_75,1,40,16756.750,83.783750,0.048434,0.220078,83.260000,84.430000
repeat,75,LRU_75,1,40,16755.225,83.776125,0.041875,0.204634,83.275000,84.365000
repeat,100,2Q_100,1,40,17002.350,85.011750,0.035664,0.188848,84.680000,85.635000
repeat,100,ARC_100,1,40,17007.700,85.038500,0.050857,0.225514,84.475000,85.670000
repeat,100,BELADY_100,1,40,18410.225,92.051125,0.015608,0.124933,91.730000,92.420000
repeat,100,LFU_100,1,40,17002.750,85.013750,0.045759,0.213913,84.510000,85.490000
repeat,100,LIRS_100,1,40,17005.875,85.029375,0.048617,0.220492,84.495000,85.700000
repeat,100,LRU20_2Q80,2,40,16843.350,84.216750,0.040167,0.200418,83.905000,84.975000
repeat,100,LRU20_ARC80,2,40,16804.900,84.024500,0.049093,0.221570,83.500000,84.700000
repeat,100,LRU20_LFU80,2,40,16823.825,84.119125,0.052868,0.229930,83.525000,84.745000
repeat,100,LRU20_LIRS80,2,40,16812.150,84.060750,0.049724,0.222988,83.490000,84.725000
repeat,100,LRU_100,1,40,17005.475,85.027375,0.043801,0.209288,84.470000,85.675000
repeat,125,2Q_125,1,40,17247.225,86.236125,0.045071,0.212300,85.765000,86.930000
repeat,125,ARC_125,1,40,17259.225,86.296125,0.051878,0.227766,85.795000,87.080000
repeat,125,BELADY_125,1,40,18658.625,93.293125,0.011541,0.107427,93.045000,93.615000
repeat,125,LFU_125,1,40,17251.375,86.256875,0.039729,0.199322,85.880000,86.710000
repeat,125,LIRS_125,1,40,17258.100,86.290500,0.048960,0.221269,85.775000,86.990000
repeat,125,LRU_125,1,40,17256.625,86.283125,0.038887,0.197197,85.865000,86.930000
repeat,150,2Q_150,1,40,17503.200,87.516000,0.044537,0.211039,87.165000,88.210000
repeat,150,ARC_150,1,40,17508.775,87.543875,0.046581,0.215827,87.005000,88.175000
repeat,150,BELADY_150,1,40,18873.625,94.368125,0.007516,0.086696,94.185000,94.650000
repeat,150,LFU_150,1,40,17502.000,87.510000,0.034619,0.186062,87.140000,87.900000
repeat,150,LIRS_150,1,40,17508.325,87.541625,0.046565,0.215788,86.910000,88.130000
repeat,150,LRU_150,1,40,17507.975,87.539875,0.044194,0.210224,87.060000,88.110000
repeat,175,2Q_175,1,40,17753.125,88.765625,0.040273,0.200682,88.435000,89.395000
repeat,175,ARC_175,1,40,17755.950,88.779750,0.048738,0.220768,88.195000,89.370000
repeat,175,BELADY_175,1,40,19055.125,95.275625,0.005332,0.073023,95.140000,95.525000
repeat,175,LFU_175,1,40,17750.100,88.750500,0.034529,0.185820,88.360000,89.095000
repeat,175,LIRS_175,1,40,17760.400,88.802000,0.050822,0.225436,88.230000,89.505000
repeat,175,LRU_175,1,40,17756.775,88.783875,0.042617,0.206440,88.245000,89.310000
repeat,200,2Q_200,1,40,18005.775,90.028875,0.036787,0.191798,89.670000,90.475000
repeat,200,ARC_200,1,40,18008.525,90.042625,0.042765,0.206798,89.520000,90.735000
repeat,200,BELADY_200,1,40,19209.675,96.048375,0.005038,0.070977,95.910000,96.270000
repeat,200,LFU_200,1,40,18000.950,90.004750,0.036087,0.189966,89.485000,90.350000
repeat,200,LIRS_200,1,40,18013.525,90.067625,0.037394,0.193374,89.675000,90.715000
repeat,200,LRU_200,1,40,18008.675,90.043375,0.042140,0.205281,89.520000,90.725000
uniform,10,2Q_10,1,40,499.050,2.495250,0.010017,0.100083,2.275000,2.690000
uniform,10,ARC_10,1,40,497.125,2.485625,0.011084,0.105279,2.270000,2.740000
uniform,10,BELADY_10,1,40,3540.750,17.703750,0.022628,0.150426,17.410000,18.070000
uniform,10,LFU_10,1,40,498.975,2.494875,0.008358,0.091424,2.330000,2.685000
uniform,10,LIRS_10,1,40,502.250,2.511250,0.015211,0.123334,2.240000,2.755000
uniform,10,LRU_10,1,40,492.550,2.462750,0.012242,0.110645,2.230000,2.835000
uniform,25,2Q_25,1,40,1252.950,6.264750,0.024779,0.157415,5.885000,6.675000
uniform,25,ARC_25,1,40,1246.175,6.230875,0.020038,0.141557,6.000000,6.625000
uniform,25,BELADY_25,1,40,6043.800,30.219000,0.033919,0.184172,29.915000,30.600000
uniform,25,LFU_25,1,40,1245.550,6.227750,0.021909,0.148017,5.965000,6.590000
uniform,25,LIRS_25,1,40,1249.975,6.249875,0.020115,0.141826,5.990000,6.575000
uniform,25,LRU_25,1,40,1252.750,6.263750,0.025843,0.160758,6.010000,6.680000
uniform,50,2Q_50,1,40,2498.200,12.491000,0.042398,0.205907,12.070000,12.920000
uniform,50,ARC_50,1,40,2501.450,12.507250,0.042942,0.207225,12.175000,12.925000
uniform,50,BELADY_50,1,40,8657.725,43.288625,0.035462,0.188312,42.970000,43.795000
uniform,50,LFU_50,1,40,2492.025,12.460125,0.056734,0.238189,12.035000,13.010000
uniform,50,LIRS_50,1,40,2496.100,12.480500,0.048586,0.220422,11.935000,12.895000
uniform,50,LRU_50,1,40,2501.175,12.505875,0.046770,0.216265,12.180000,13.060000
uniform,75,2Q_75,1,40,3744.975,18.724875,0.069666,0.263943,18.205000,19.165000
uniform,75,ARC_75,1,40,3748.250,18.741250,0.073432,0.270983,18.195000,19.385000
uniform,75,BELADY_75,1,40,10529.875,52.649375,0.033008,0.181681,52.335000,53.000000
uniform,75,LFU_75,1,40,3743.025,18.715125,0.073365,0.270859,18.175000,19.300000
uniform,75,LIRS_75,1,40,3751.400,18.757000,0.095232,0.308596,17.935000,19.325000
uniform,75,LRU_75,1,40,3754.825,18.774125,0.085515,0.292430,18.270000,19.350000
uniform,100,2Q_100,1,40,4997.125,24.985625,0.103023,0.320972,24.125000,25.580000
uniform,100,ARC_100,1,40,5004.375,25.021875,0.104091,0.322631,24.410000,25.835000
uniform,100,BELADY_100,1,40,12021.325,60.106625,0.030630,0.175014,59.685000,60.435000
uniform,100,LFU_100,1,40,4988.075,24.940375,0.092377,0.303937,24.340000,25.575000
uniform,100,LIRS_100,1,40,5005.175,25.025875,0.100452,0.316942,24.350000,25.540000
uniform,100,LRU20_2Q80,2,40,4201.125,21.005625,0.082153,0.286623,20.490000,21.475000
uniform,100,LRU20_ARC80,2,40,4004.125,20.020625,0.076148,0.275949,19.480000,20.690000
uniform,100,LRU20_LFU80,2,40,4195.600,20.978000,0.092368,0.303921,20.465000,21.660000
uniform,100,LRU20_LIRS80,2,40,4049.300,20.246500,0.083004,0.288104,19.385000,20.735000
uniform,100,LRU_100,1,40,4997.425,24.987125,0.100819,0.317520,24.450000,25.730000
uniform,125,2Q_125,1,40,6252.100,31.260500,0.125561,0.354346,30.130000,31.855000
uniform,125,ARC_125,1,40,6245.175,31.225875,0.088373,0.297276,30.675000,31.835000
uniform,125,BELADY_125,1,40,13262.850,66.314250,0.022147,0.148818,66.015000,66.635000
uniform,125,LFU_125,1,40,6237.275,31.186375,0.102441,0.320064,30.510000,31.840000
uniform,125,LIRS_125,1,40,6255.875,31.279375,0.131984,0.363295,30.545000,31.870000
uniform,125,LRU_125,1,40,6244.400,31.222000,0.082629,0.287453,30.710000,31.935000
uniform,150,2Q_150,1,40,7509.300,37.546500,0.140812,0.375249,36.750000,38.145000
uniform,150,ARC_150,1,40,7509.475,37.547375,0.116259,0.340968,36.845000,38.265000
uniform,150,BELADY_150,1,40,14332.225,71.661125,0.025852,0.160785,71.310000,72.050000
uniform,150,LFU_150,1,40,7495.150,37.475750,0.115933,0.340489,36.530000,38.110000
uniform,150,LIRS_150,1,40,7508.175,37.540875,0.123704,0.351715,36.870000,38.205000
uniform,150,LRU_150,1,40,7504.350,37.521750,0.125329,0.354018,36.965000,38.495000
uniform,175,2Q_175,1,40,8759.575,43.797875,0.113251,0.336528,43.145000,44.680000
uniform,175,ARC_175,1,40,8754.475,43.772375,0.109170,0.330410,42.950000,44.720000
uniform,175,BELADY_175,1,40,15263.750,76.318750,0.019269,0.138813,75.985000,76.615000
uniform,175,LFU_175,1,40,8750.250,43.751250,0.124256,0.352500,42.835000,44.355000
uniform,175,LIRS_175,1,40,8759.950,43.799750,0.130129,0.360735,43.185000,44.550000
uniform,175,LRU_175,1,40,8753.400,43.767000,0.103411,0.321576,43.130000,44.620000
uniform,200,2Q_200,1,40,10015.950,50.079750,0.127290,0.356777,49.400000,51.090000
uniform,200,ARC_200,1,40,10005.575,50.027875,0.086111,0.293447,49.370000,50.565000
uniform,200,BELADY_200,1,40,16082.900,80.414500,0.015427,0.124204,80.135000,80.685000
uniform,200,LFU_200,1,40,9992.925,49.964625,0.132767,0.364372,49.200000,50.850000
uniform,200,LIRS_200,1,40,10001.825,50.009125,0.141411,0.376047,49.310000,50.985000
uniform,200,LRU_200,1,40,10005.575,50.027875,0.086111,0.293447,49.370000,50.565000
zipf,10,2Q_10,1,40,11274.125,56.370625,0.190675,0.436663,55.655000,57.475000
zipf,10,ARC_10,1,40,10764.525,53.822625,0.143617,0.378968,53.140000,54.655000
zipf,10,BELADY_10,1,40,12741.000,63.705000,0.069019,0.262715,63.210000,64.465000
zipf,10,LFU_10,1,40,11369.100,56.845500,2.170102,1.473127,53.965000,60.030000
zipf,10,LIRS_10,1,40,10735.125,53.675625,0.134458,0.366685,52.975000,54.465000
zipf,10,LRU_10,1,40,8941.350,44.706750,0.141048,0.375564,44.150000,45.795000
zipf,25,2Q_25,1,40,13865.175,69.325875,0.093470,0.305729,68.755000,69.890000
zipf,25,ARC_25,1,40,13601.700,68.008500,0.106204,0.325890,67.425000,68.785000
zipf,25,BELADY_25,1,40,15366.025,76.830125,0.056849,0.238431,76.380000,77.385000
zipf,25,LFU_25,1,40,14064.650,70.323250,1.018933,1.009422,67.955000,71.785000
zipf,25,LIRS_25,1,40,13496.225,67.481125,0.096045,0.309912,66.950000,68.180000
zipf,25,LRU_25,1,40,12307.175,61.535875,0.122604,0.350148,61.050000,62.450000
zipf,50,2Q_50,1,40,15549.400,77.747000,0.119829,0.346164,76.945000,78.395000
zipf,50,ARC_50,1,40,15376.725,76.883625,0.126431,0.355571,76.285000,77.620000
zipf,50,BELADY_50,1,40,16964.125,84.820625,0.038818,0.197023,84.465000,85.260000
zipf,50,LFU_50,1,40,15718.650,78.593250,0.279897,0.529053,77.230000,79.520000
zipf,50,LIRS_50,1,40,15338.350,76.691750,0.129005,0.359172,75.970000,77.415000
zipf,50,LRU_50,1,40,14536.925,72.684625,0.149270,0.386354,71.965000,73.390000
zipf,75,2Q_75,1,40,16467.050,82.335250,0.079779,0.282453,81.795000,82.875000
zipf,75,ARC_75,1,40,16296.700,81.483500,0.086904,0.294795,80.745000,81.960000
zipf,75,BELADY_75,1,40,17771.800,88.859000,0.032457,0.180157,88.455000,89.290000
zipf,75,LFU_75,1,40,16647.225,83.236125,0.193152,0.439491,82.255000,84.255000
zipf,75,LIRS_75,1,40,16325.375,81.626875,0.093448,0.305693,80.850000,82.100000
zipf,75,LRU_75,1,40,15736.625,78.683125,0.096427,0.310526,78.010000,79.290000
zipf,100,2Q_100,1,40,17072.775,85.363875,0.059043,0.242988,84.785000,85.760000
zipf,100,ARC_100,1,40,16905.600,84.528000,0.086582,0.294248,83.930000,85.045000
zipf,100,BELADY_100,1,40,18289.675,91.448375,0.027962,0.167219,91.080000,91.850000
zipf,100,LFU_100,1,40,17249.850,86.249250,0.110438,0.332322,85.675000,87.020000
zipf,100,LIRS_100,1,40,16990.725,84.953625,0.071377,0.267165,84.230000,85.510000
zipf,100,LRU20_2Q80,2,40,16622.200,83.111000,0.070008,0.264590,82.480000,83.595000
zipf,100,LRU20_ARC80,2,40,16464.525,82.322625,0.083408,0.288804,81.600000,82.875000
zipf,100,LRU20_LFU80,2,40,16768.975,83.844875,0.204925,0.452686,82.615000,84.670000
zipf,100,LRU20_LIRS80,2,40,16488.075,82.440375,0.077240,0.277921,81.730000,82.880000
zipf,100,LRU_100,1,40,16548.675,82.743375,0.082034,0.286415,82.215000,83.425000
zipf,125,2Q_125,1,40,17531.625,87.658125,0.051109,0.226072,87.155000,88.105000
zipf,125,ARC_125,1,40,17365.425,86.827125,0.076038,0.275750,86.175000,87.445000
zipf,125,BELADY_125,1,40,18659.475,93.297375,0.018617,0.136443,93.000000,93.535000
zipf,125,LFU_125,1,40,17705.700,88.528500,0.104543,0.323330,87.610000,89.060000
zipf,125,LIRS_125,1,40,17498.975,87.494875,0.067537,0.259878,86.965000,88.015000
zipf,125,LRU_125,1,40,17155.900,85.779500,0.072752,0.269726,85.125000,86.260000
zipf,150,2Q_150,1,40,17893.050,89.465250,0.066536,0.257945,88.890000,89.940000
zipf,150,ARC_150,1,40,17800.150,89.000750,0.073394,0.270914,88.370000,89.560000
zipf,150,BELADY_150,1,40,18940.075,94.700375,0.015494,0.124475,94.440000,94.925000
zipf,150,LFU_150,1,40,18080.450,90.402250,0.076882,0.277276,89.710000,90.815000
zipf,150,LIRS_150,1,40,17907.350,89.536750,0.058410,0.241681,89.035000,89.915000
zipf,150,LRU_150,1,40,17636.425,88.182125,0.057992,0.240816,87.660000,88.780000
zipf,175,2Q_175,1,40,18194.575,90.972875,0.055619,0.235837,90.360000,91.370000
zipf,175,ARC_175,1,40,18131.300,90.656500,0.062117,0.249233,90.135000,91.060000
zipf,175,BELADY_175,1,40,19165.600,95.828000,0.013836,0.117625,95.570000,96.030000
zipf,175,LFU_175,1,40,18387.850,91.939250,0.043255,0.207977,91.580000,92.525000
zipf,175,LIRS_175,1,40,18245.600,91.228000,0.065328,0.255593,90.680000,91.615000
zipf,175,LRU_175,1,40,18034.825,90.174125,0.064604,0.254173,89.610000,90.675000
zipf,200,2Q_200,1,40,18455.950,92.279750,0.043950,0.209642,91.810000,92.680000
zipf,200,ARC_200,1,40,18400.450,92.002250,0.048655,0.220579,91.500000,92.380000
zipf,200,BELADY_200,1,40,19339.150,96.695750,0.010561,0.102767,96.450000,96.860000
zipf,200,LFU_200,1,40,18653.650,93.268250,0.040279,0.200696,92.750000,93.625000
zipf,200,LIRS_200,1,40,18537.050,92.685250,0.051427,0.226775,92.145000,93.050000
zipf,200,LRU_200,1,40,18377.150,91.885750,0.048843,0.221005,91.360000,92.315000
